what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285150391121
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150433262
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150441965
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1285150449730
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150457652
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150461480
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285150461527
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1285150474371
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1285150477387
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150477480
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150479012
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285150494137
error,log,,,"No command output when running: 'am start -D -n fr.amsuc.android.notifications/fr.amsuc.android.notifications.Main -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1285150500043
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150513824
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150590652
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1285150590699
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150600558
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285150644121
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285150644168
